"","Municipios","Tipo comercializador","Especie","Transformación del producto"
"2740","San Andrés De Tumaco","Mayorista","Brotula clarkae","Cabeza"
"2741","San Andrés De Tumaco","Mayorista","Brotula clarkae","Eviscerado"
"2742","San Andrés De Tumaco","Mayorista","Brotula clarkae","Fileteado"
"2743","San Andrés De Tumaco","Mayorista","Callinectes spp.","Despulpado"
"2744","San Andrés De Tumaco","Mayorista","Callinectes toxotes","Despulpado"
"2745","San Andrés De Tumaco","Mayorista","Callinectes toxotes","Precocido"
"2746","San Andrés De Tumaco","Mayorista","Callinectes toxotes","Sin Transformación"
"2747","San Andrés De Tumaco","Mayorista","Caranx caballus","Eviscerado"
"2748","San Andrés De Tumaco","Mayorista","Caranx caballus","Sin Transformación"
"2749","San Andrés De Tumaco","Mayorista","Caranx caninus","Sin Transformación"
"2750","San Andrés De Tumaco","Mayorista","Caulolatilus affinis","Eviscerado"
"2751","San Andrés De Tumaco","Mayorista","Centropomus armatus","Descamado"
"2752","San Andrés De Tumaco","Mayorista","Centropomus armatus","Eviscerado"
"2753","San Andrés De Tumaco","Mayorista","Centropomus armatus","Sin Transformación"
"2754","San Andrés De Tumaco","Mayorista","Centropomus medius","Eviscerado"
"2755","San Andrés De Tumaco","Mayorista","Centropomus medius","Sin Transformación"
"2756","San Andrés De Tumaco","Mayorista","Centropomus spp.","Eviscerado"
"2757","San Andrés De Tumaco","Mayorista","Centropomus spp.","Fileteado"
"2758","San Andrés De Tumaco","Mayorista","Centropomus spp.","Sin Transformación"
"2759","San Andrés De Tumaco","Mayorista","Chaetodipterus zonatus","Sin Transformación"
"2760","San Andrés De Tumaco","Mayorista","Coryphaena hippurus","Cabeza"
"2761","San Andrés De Tumaco","Mayorista","Coryphaena hippurus","Eviscerado"
"2762","San Andrés De Tumaco","Mayorista","Coryphaena hippurus","Fileteado"
"2763","San Andrés De Tumaco","Mayorista","Coryphaena hippurus","Sin Transformación"
"2764","San Andrés De Tumaco","Mayorista","Cyclopsetta querna","Descabezado"
"2765","San Andrés De Tumaco","Mayorista","Cynoponticus coniceps","Descabezado"
"2766","San Andrés De Tumaco","Mayorista","Cynoponticus coniceps","Eviscerado"
"2767","San Andrés De Tumaco","Mayorista","Cynoscion albus","Cabeza"
"2768","San Andrés De Tumaco","Mayorista","Cynoscion albus","Eviscerado"
"2769","San Andrés De Tumaco","Mayorista","Cynoscion albus","Fileteado"
"2770","San Andrés De Tumaco","Mayorista","Cynoscion albus","Posteado"
"2771","San Andrés De Tumaco","Mayorista","Cynoscion phoxocephalus","Descamado"
"2772","San Andrés De Tumaco","Mayorista","Cynoscion phoxocephalus","Eviscerado"
"2773","San Andrés De Tumaco","Mayorista","Cynoscion phoxocephalus","Sin Transformación"
"2774","San Andrés De Tumaco","Mayorista","Cynoscion squamipinnis","Eviscerado"
"2775","San Andrés De Tumaco","Mayorista","Cynoscion squamipinnis","Sin Transformación"
"2776","San Andrés De Tumaco","Mayorista","Diapterus brevirostris","Eviscerado"
"2777","San Andrés De Tumaco","Mayorista","Diapterus brevirostris","Sin Transformación"
"2778","San Andrés De Tumaco","Mayorista","Diplectrum pacificum","Sin Transformación"
"2779","San Andrés De Tumaco","Mayorista","Donax dentifer","Despulpado"
"2780","San Andrés De Tumaco","Mayorista","Dosidicus gigas","Posteado"
"2781","San Andrés De Tumaco","Mayorista","Epinephelus spp.","Eviscerado"
"2782","San Andrés De Tumaco","Mayorista","Eucinostomus currani","Sin Transformación"
"2783","San Andrés De Tumaco","Mayorista","Euthynnus lineatus","Eviscerado"
"2784","San Andrés De Tumaco","Mayorista","Euthynnus lineatus","Sin Transformación"
"2785","San Andrés De Tumaco","Mayorista","Isopisthus remifer","Eviscerado"
"2786","San Andrés De Tumaco","Mayorista","Isopisthus remifer","Sin Transformación"
"2787","San Andrés De Tumaco","Mayorista","Katsuwonus pelamis","Posteado"
"2788","San Andrés De Tumaco","Mayorista","Katsuwonus pelamis","Sin Transformación"
"2789","San Andrés De Tumaco","Mayorista","Larimus pacificus","Descamado"
"2790","San Andrés De Tumaco","Mayorista","Larimus pacificus","Eviscerado"
"2791","San Andrés De Tumaco","Mayorista","Larimus pacificus","Sin Transformación"
"2792","San Andrés De Tumaco","Mayorista","Litopenaeus vannamei","Descabezado"
"2793","San Andrés De Tumaco","Mayorista","Litopenaeus vannamei","Desconchado"
"2794","San Andrés De Tumaco","Mayorista","Litopenaeus vannamei","Precocido"
"2795","San Andrés De Tumaco","Mayorista","Lobotes pacifica","Eviscerado"
"2796","San Andrés De Tumaco","Mayorista","Lobotes pacifica","Fileteado"
"2797","San Andrés De Tumaco","Mayorista","Lobotes pacifica","Sin Transformación"
"2798","San Andrés De Tumaco","Mayorista","Lolliguncula diomedeae","Sin Transformación"
"2799","San Andrés De Tumaco","Mayorista","Lutjanus colorado","Eviscerado"
"2800","San Andrés De Tumaco","Mayorista","Lutjanus colorado","Sin Transformación"
"2801","San Andrés De Tumaco","Mayorista","Lutjanus cyanopterus","Sin Transformación"
"2802","San Andrés De Tumaco","Mayorista","Lutjanus guttatus","Descamado"
"2803","San Andrés De Tumaco","Mayorista","Lutjanus guttatus","Eviscerado"
"2804","San Andrés De Tumaco","Mayorista","Lutjanus guttatus","Sin Transformación"
"2805","San Andrés De Tumaco","Mayorista","Lutjanus peru","Eviscerado"
"2806","San Andrés De Tumaco","Mayorista","Lutjanus peru","Fileteado"
"2807","San Andrés De Tumaco","Mayorista","Lutjanus peru","Sin Transformación"
"2808","San Andrés De Tumaco","Mayorista","Makaira nigricans","Descabezado"
"2809","San Andrés De Tumaco","Mayorista","Melongena patula","Despulpado"
"2810","San Andrés De Tumaco","Mayorista","Melongena patula","Sin Transformación"
"2811","San Andrés De Tumaco","Mayorista","Menticirrhus panamensis","Eviscerado"
"2812","San Andrés De Tumaco","Mayorista","Menticirrhus panamensis","Sin Transformación"
"2813","San Andrés De Tumaco","Mayorista","Mugil cephalus","Eviscerado"
"2814","San Andrés De Tumaco","Mayorista","Mugil cephalus","Sin Transformación"
"2815","San Andrés De Tumaco","Mayorista","Natica unifasciata","Despulpado"
"2816","San Andrés De Tumaco","Mayorista","Opisthonema medirastre","Sin Transformación"
"2817","San Andrés De Tumaco","Mayorista","Oreochromis mossambicus","Cabeza"
"2818","San Andrés De Tumaco","Mayorista","Panulirus gracilis","Sin Transformación"
"2819","San Andrés De Tumaco","Mayorista","Paralonchurus dumerilii","Sin Transformación"
"2820","San Andrés De Tumaco","Mayorista","Paralonchurus spp.","Sin Transformación"
"2821","San Andrés De Tumaco","Mayorista","Penaeus occidentalis","Colas"
"2822","San Andrés De Tumaco","Mayorista","Penaeus occidentalis","Descabezado"
"2823","San Andrés De Tumaco","Mayorista","Penaeus occidentalis","Desconchado"
"2824","San Andrés De Tumaco","Mayorista","Penaeus occidentalis","Precocido"
"2825","San Andrés De Tumaco","Mayorista","Penaeus occidentalis","Sin Transformación"
"2826","San Andrés De Tumaco","Mayorista","Peprilus snyderi","Sin Transformación"
"2827","San Andrés De Tumaco","Mayorista","Perna viridis","Despulpado"
"2828","San Andrés De Tumaco","Mayorista","Polydactylus approximans","Sin Transformación"
"2829","San Andrés De Tumaco","Mayorista","Polydactylus opercularis","Descamado"
"2830","San Andrés De Tumaco","Mayorista","Polydactylus opercularis","Eviscerado"
"2831","San Andrés De Tumaco","Mayorista","Polydactylus opercularis","Sin Transformación"
"2832","San Andrés De Tumaco","Mayorista","Pomadasys spp.","Descamado"
"2833","San Andrés De Tumaco","Mayorista","Pomadasys spp.","Sin Transformación"
"2834","San Andrés De Tumaco","Mayorista","Protrachypene precipua","Descabezado"
"2835","San Andrés De Tumaco","Mayorista","Protrachypene precipua","Desconchado"
"2836","San Andrés De Tumaco","Mayorista","Protrachypene precipua","Precocido"
"2837","San Andrés De Tumaco","Mayorista","Pseudupeneus grandisquamis","Sin Transformación"
"2838","San Andrés De Tumaco","Mayorista","Scomberomorus sierra","Descamado"
"2839","San Andrés De Tumaco","Mayorista","Scomberomorus sierra","Eviscerado"
"2840","San Andrés De Tumaco","Mayorista","Scomberomorus sierra","Sin Transformación"
"2841","San Andrés De Tumaco","Mayorista","Selar crumenophthalmus","Sin Transformación"
"2842","San Andrés De Tumaco","Mayorista","Selene brevoortii","Sin Transformación"
"2843","San Andrés De Tumaco","Mayorista","Selene peruviana","Eviscerado"
"2844","San Andrés De Tumaco","Mayorista","Selene peruviana","Sin Transformación"
"2845","San Andrés De Tumaco","Mayorista","Seriola peruana","Sin Transformación"
"2846","San Andrés De Tumaco","Mayorista","Sphoeroides spp.","Descabezado"
"2847","San Andrés De Tumaco","Mayorista","Sphoeroides spp.","Eviscerado"
"2848","San Andrés De Tumaco","Mayorista","Sphyraena barracuda","Sin Transformación"
"2849","San Andrés De Tumaco","Mayorista","Sphyraena ensis","Descamado"
"2850","San Andrés De Tumaco","Mayorista","Sphyraena ensis","Eviscerado"
"2851","San Andrés De Tumaco","Mayorista","Sphyraena ensis","Sin Transformación"
"2852","San Andrés De Tumaco","Mayorista","Sphyrna spp.","Fileteado"
"2853","San Andrés De Tumaco","Mayorista","Thunnus alalunga","Eviscerado"
"2854","San Andrés De Tumaco","Mayorista","Thunnus alalunga","Posteado"
"2855","San Andrés De Tumaco","Mayorista","Thunnus alalunga","Sin Transformación"
"2856","San Andrés De Tumaco","Mayorista","Trachinotus goodei","Sin Transformación"
"2857","San Andrés De Tumaco","Mayorista","Trachypenaeus byrdi","Colas"
"2858","San Andrés De Tumaco","Mayorista","Trachypenaeus byrdi","Descabezado"
"2859","San Andrés De Tumaco","Mayorista","Trachypenaeus byrdi","Sin Transformación"
"2860","San Andrés De Tumaco","Mayorista","Tylosurus pacificus","Sin Transformación"
"2861","San Andrés De Tumaco","Mayorista","Xiphopenaeus riveti","Colas"
"2862","San Andrés De Tumaco","Mayorista","Xiphopenaeus riveti","Descabezado"
"2863","San Andrés De Tumaco","Mayorista","Xiphopenaeus riveti","Desconchado"
"2864","San Andrés De Tumaco","Mayorista","Xiphopenaeus riveti","Precocido"
"2865","San Andrés De Tumaco","Mayorista","Xiphopenaeus riveti","Sin Transformación"
"2866","San Andrés De Tumaco","Minorista","Anadara spp.","Despulpado"
"2867","San Andrés De Tumaco","Minorista","Bagre panamensis","Sin Transformación"
"2868","San Andrés De Tumaco","Minorista","Bagre pinnimaculatus","Sin Transformación"
"2869","San Andrés De Tumaco","Minorista","Callinectes spp.","Despulpado"
"2870","San Andrés De Tumaco","Minorista","Callinectes toxotes","Despulpado"
"2871","San Andrés De Tumaco","Minorista","Callinectes toxotes","Sin Transformación"
"2872","San Andrés De Tumaco","Minorista","Caranx caballus","Eviscerado"
"2873","San Andrés De Tumaco","Minorista","Caranx caballus","Sin Transformación"
"2874","San Andrés De Tumaco","Minorista","Caranx caninus","Sin Transformación"
"2875","San Andrés De Tumaco","Minorista","Centropomus armatus","Eviscerado"
"2876","San Andrés De Tumaco","Minorista","Centropomus armatus","Sin Transformación"
"2877","San Andrés De Tumaco","Minorista","Centropomus medius","Sin Transformación"
"2878","San Andrés De Tumaco","Minorista","Chaetodipterus zonatus","Sin Transformación"
"2879","San Andrés De Tumaco","Minorista","Cynoscion albus","Cabeza"
"2880","San Andrés De Tumaco","Minorista","Cynoscion albus","Eviscerado"
"2881","San Andrés De Tumaco","Minorista","Cynoscion phoxocephalus","Eviscerado"
"2882","San Andrés De Tumaco","Minorista","Cynoscion phoxocephalus","Sin Transformación"
"2883","San Andrés De Tumaco","Minorista","Cynoscion squamipinnis","Eviscerado"
"2884","San Andrés De Tumaco","Minorista","Cynoscion squamipinnis","Sin Transformación"
"2885","San Andrés De Tumaco","Minorista","Diapterus brevirostris","Sin Transformación"
"2886","San Andrés De Tumaco","Minorista","Donax dentifer","Despulpado"
"2887","San Andrés De Tumaco","Minorista","Eucinostomus currani","Sin Transformación"
"2888","San Andrés De Tumaco","Minorista","Euthynnus lineatus","Sin Transformación"
"2889","San Andrés De Tumaco","Minorista","Isopisthus remifer","Eviscerado"
"2890","San Andrés De Tumaco","Minorista","Isopisthus remifer","Sin Transformación"
"2891","San Andrés De Tumaco","Minorista","Kyphosus ocyurus","Sin Transformación"
"2892","San Andrés De Tumaco","Minorista","Larimus pacificus","Sin Transformación"
"2893","San Andrés De Tumaco","Minorista","Lolliguncula diomedeae","Sin Transformación"
"2894","San Andrés De Tumaco","Minorista","Lutjanus colorado","Sin Transformación"
"2895","San Andrés De Tumaco","Minorista","Lutjanus guttatus","Eviscerado"
"2896","San Andrés De Tumaco","Minorista","Lutjanus guttatus","Sin Transformación"
"2897","San Andrés De Tumaco","Minorista","Lutjanus peru","Eviscerado"
"2898","San Andrés De Tumaco","Minorista","Melongena patula","Despulpado"
"2899","San Andrés De Tumaco","Minorista","Menticirrhus panamensis","Eviscerado"
"2900","San Andrés De Tumaco","Minorista","Mugil cephalus","Eviscerado"
"2901","San Andrés De Tumaco","Minorista","Mugil cephalus","Sin Transformación"
"2902","San Andrés De Tumaco","Minorista","Natica unifasciata","Despulpado"
"2903","San Andrés De Tumaco","Minorista","Opisthonema medirastre","Sin Transformación"
"2904","San Andrés De Tumaco","Minorista","Panulirus gracilis","Sin Transformación"
"2905","San Andrés De Tumaco","Minorista","Paralonchurus dumerilii","Sin Transformación"
"2906","San Andrés De Tumaco","Minorista","Penaeus occidentalis","Descabezado"
"2907","San Andrés De Tumaco","Minorista","Peprilus snyderi","Sin Transformación"
"2908","San Andrés De Tumaco","Minorista","Polydactylus approximans","Sin Transformación"
"2909","San Andrés De Tumaco","Minorista","Polydactylus opercularis","Sin Transformación"
"2910","San Andrés De Tumaco","Minorista","Pomadasys spp.","Sin Transformación"
"2911","San Andrés De Tumaco","Minorista","Pseudupeneus grandisquamis","Sin Transformación"
"2912","San Andrés De Tumaco","Minorista","Scomberomorus sierra","Eviscerado"
"2913","San Andrés De Tumaco","Minorista","Scomberomorus sierra","Sin Transformación"
"2914","San Andrés De Tumaco","Minorista","Selar crumenophthalmus","Sin Transformación"
"2915","San Andrés De Tumaco","Minorista","Selene brevoortii","Sin Transformación"
"2916","San Andrés De Tumaco","Minorista","Selene peruviana","Sin Transformación"
"2917","San Andrés De Tumaco","Minorista","Sphyraena ensis","Eviscerado"
"2918","San Andrés De Tumaco","Minorista","Sphyraena ensis","Sin Transformación"
"2919","San Andrés De Tumaco","Minorista","Trachinotus goodei","Sin Transformación"
"2920","San Andrés De Tumaco","Minorista","Trachypenaeus byrdi","Colas"
"2921","San Andrés De Tumaco","Minorista","Tylosurus pacificus","Sin Transformación"
"2922","San Andrés De Tumaco","Minorista","Xiphopenaeus riveti","Descabezado"
"2923","San Andrés De Tumaco","Minorista","Xiphopenaeus riveti","Desconchado"
"2924","San Andrés De Tumaco","Supermercado","Anadara spp.","Despulpado"
"2925","San Andrés De Tumaco","Supermercado","Brotula clarkae","Fileteado"
"2926","San Andrés De Tumaco","Supermercado","Brycon sp.","Eviscerado"
"2927","San Andrés De Tumaco","Supermercado","Callinectes spp.","Despulpado"
"2928","San Andrés De Tumaco","Supermercado","Callinectes toxotes","Despulpado"
"2929","San Andrés De Tumaco","Supermercado","Caranx caballus","Sin Transformación"
"2930","San Andrés De Tumaco","Supermercado","Centropomus spp.","Fileteado"
"2931","San Andrés De Tumaco","Supermercado","Chaetodipterus zonatus","Sin Transformación"
"2932","San Andrés De Tumaco","Supermercado","Coryphaena hippurus","Fileteado"
"2933","San Andrés De Tumaco","Supermercado","Cynoscion phoxocephalus","Eviscerado"
"2934","San Andrés De Tumaco","Supermercado","Donax dentifer","Despulpado"
"2935","San Andrés De Tumaco","Supermercado","Dosidicus gigas","Anillos"
"2936","San Andrés De Tumaco","Supermercado","Dosidicus gigas","Posteado"
"2937","San Andrés De Tumaco","Supermercado","Illex argentinus","Anillos"
"2938","San Andrés De Tumaco","Supermercado","Isopisthus remifer","Eviscerado"
"2939","San Andrés De Tumaco","Supermercado","Litopenaeus vannamei","Desconchado"
"2940","San Andrés De Tumaco","Supermercado","Litopenaeus vannamei","Precocido"
"2941","San Andrés De Tumaco","Supermercado","Lolliguncula diomedeae","Sin Transformación"
"2942","San Andrés De Tumaco","Supermercado","Lutjanus guttatus","Eviscerado"
"2943","San Andrés De Tumaco","Supermercado","Lutjanus peru","Eviscerado"
"2944","San Andrés De Tumaco","Supermercado","Melongena patula","Despulpado"
"2945","San Andrés De Tumaco","Supermercado","Mugil cephalus","Eviscerado"
"2946","San Andrés De Tumaco","Supermercado","Mugil cephalus","Sin Transformación"
"2947","San Andrés De Tumaco","Supermercado","Mytilus chilensis","Sin Transformación"
"2948","San Andrés De Tumaco","Supermercado","Natica unifasciata","Despulpado"
"2949","San Andrés De Tumaco","Supermercado","Oncorhynchus mykiss","Fileteado"
"2950","San Andrés De Tumaco","Supermercado","Oreochromis mossambicus","Cabeza"
"2951","San Andrés De Tumaco","Supermercado","Oreochromis spp.","Eviscerado"
"2952","San Andrés De Tumaco","Supermercado","Oreochromis spp.","Fileteado"
"2953","San Andrés De Tumaco","Supermercado","Pangasianodon hypophthalmus","Eviscerado"
"2954","San Andrés De Tumaco","Supermercado","Pangasianodon hypophthalmus","Posteado"
"2955","San Andrés De Tumaco","Supermercado","Panulirus gracilis","Sin Transformación"
"2956","San Andrés De Tumaco","Supermercado","Penaeus occidentalis","Descabezado"
"2957","San Andrés De Tumaco","Supermercado","Penaeus occidentalis","Sin Transformación"
"2958","San Andrés De Tumaco","Supermercado","Perna viridis","Despulpado"
"2959","San Andrés De Tumaco","Supermercado","Piaractus brachypomus X Colossoma macropomum","Eviscerado"
"2960","San Andrés De Tumaco","Supermercado","Prochilodus magdalenae","Eviscerado"
"2961","San Andrés De Tumaco","Supermercado","Prochilodus magdalenae","Posteado"
"2962","San Andrés De Tumaco","Supermercado","Salmo salar","Fileteado"
"2963","San Andrés De Tumaco","Supermercado","Salmo salar","Posteado"
"2964","San Andrés De Tumaco","Supermercado","Sphyraena ensis","Eviscerado"
"2965","San Andrés De Tumaco","Supermercado","Sphyrna spp.","Fileteado"
"2966","San Andrés De Tumaco","Supermercado","Trachypenaeus byrdi","Colas"
"2967","San Andrés De Tumaco","Supermercado","Trachypenaeus byrdi","Desconchado"
"2968","San Andrés De Tumaco","Supermercado","Trachypenaeus byrdi","Precocido"
"2969","San Andrés De Tumaco","Supermercado","Xiphopenaeus riveti","Descabezado"
"2970","San Andrés De Tumaco","Supermercado","Xiphopenaeus riveti","Desconchado"
"2971","San Andrés De Tumaco","Supermercado","Xiphopenaeus riveti","Precocido"
"2972","San José De Cúcuta","Mayorista","Brycon sp.","Eviscerado"
"2973","San José De Cúcuta","Mayorista","Centropomus spp.","Fileteado"
"2974","San José De Cúcuta","Mayorista","Colossoma macropomum","Eviscerado"
"2975","San José De Cúcuta","Mayorista","Doraops zuloagai","Eviscerado"
"2976","San José De Cúcuta","Mayorista","Hypostomus hondae","Eviscerado"
"2977","San José De Cúcuta","Mayorista","Litopenaeus vannamei","Precocido"
"2978","San José De Cúcuta","Mayorista","Lutjanus peru","Fileteado"
"2979","San José De Cúcuta","Mayorista","Oncorhynchus mykiss","Fileteado"
"2980","San José De Cúcuta","Mayorista","Oncorhynchus mykiss","Mariposa"
"2981","San José De Cúcuta","Mayorista","Oreochromis spp.","Eviscerado"
"2982","San José De Cúcuta","Mayorista","Pangasianodon hypophthalmus","Fileteado"
"2983","San José De Cúcuta","Mayorista","Pangasianodon hypophthalmus","Posteado"
"2984","San José De Cúcuta","Mayorista","Penaeus monodon","Precocido"
"2985","San José De Cúcuta","Mayorista","Penaeus occidentalis","Precocido"
"2986","San José De Cúcuta","Mayorista","Pimelodus coprophagus","Eviscerado"
"2987","San José De Cúcuta","Mayorista","Potamorhina laticeps","Eviscerado"
"2988","San José De Cúcuta","Mayorista","Prochilodus lineatus","Eviscerado"
"2989","San José De Cúcuta","Mayorista","Prochilodus mariae","Eviscerado"
"2990","San José De Cúcuta","Mayorista","Pseudoplatystoma magdaleniatum","Eviscerado"
"2991","San José De Cúcuta","Mayorista","Pseudoplatystoma orinocoense","Eviscerado"
"2992","San José De Cúcuta","Mayorista","Pseudoplatystoma orinocoense","Mariposa"
"2993","San José De Cúcuta","Mayorista","Pseudoplatystoma orinocoense","Posteado"
"2994","San José De Cúcuta","Mayorista","Salmo salar","Fileteado"
"2995","San José De Cúcuta","Mayorista","Trachypenaeus byrdi","Precocido"
"2996","San José De Cúcuta","Minorista","Brycon sp.","Eviscerado"
"2997","San José De Cúcuta","Minorista","Centropomus spp.","Fileteado"
"2998","San José De Cúcuta","Minorista","Colossoma macropomum","Eviscerado"
"2999","San José De Cúcuta","Minorista","Doraops zuloagai","Eviscerado"
"3000","San José De Cúcuta","Minorista","Hypostomus hondae","Eviscerado"
"3001","San José De Cúcuta","Minorista","Lutjanus peru","Fileteado"
"3002","San José De Cúcuta","Minorista","Oncorhynchus mykiss","Fileteado"
"3003","San José De Cúcuta","Minorista","Oncorhynchus mykiss","Mariposa"
"3004","San José De Cúcuta","Minorista","Oreochromis spp.","Eviscerado"
"3005","San José De Cúcuta","Minorista","Pangasianodon hypophthalmus","Fileteado"
"3006","San José De Cúcuta","Minorista","Pangasianodon hypophthalmus","Posteado"
"3007","San José De Cúcuta","Minorista","Penaeus monodon","Precocido"
"3008","San José De Cúcuta","Minorista","Piaractus brachypomus","Eviscerado"
"3009","San José De Cúcuta","Minorista","Pimelodus coprophagus","Eviscerado"
"3010","San José De Cúcuta","Minorista","Pinirampus pirinampu","Eviscerado"
"3011","San José De Cúcuta","Minorista","Potamorhina laticeps","Eviscerado"
"3012","San José De Cúcuta","Minorista","Prochilodus lineatus","Eviscerado"
"3013","San José De Cúcuta","Minorista","Prochilodus mariae","Eviscerado"
"3014","San José De Cúcuta","Minorista","Prochilodus reticulatus","Eviscerado"
"3015","San José De Cúcuta","Minorista","Pseudoplatystoma orinocoense","Eviscerado"
"3016","San José De Cúcuta","Minorista","Pseudoplatystoma orinocoense","Mariposa"
"3017","San José De Cúcuta","Minorista","Pseudoplatystoma orinocoense","Posteado"
"3018","San José De Cúcuta","Minorista","Salmo salar","Fileteado"
"3019","San José De Cúcuta","Minorista","Trachypenaeus byrdi","Precocido"
"3020","San José De Cúcuta","Supermercado","Centropomus spp.","Fileteado"
"3021","San José De Cúcuta","Supermercado","Colossoma macropomum","Eviscerado"
"3022","San José De Cúcuta","Supermercado","Cynoscion spp.","Fileteado"
"3023","San José De Cúcuta","Supermercado","Illex argentinus","Anillos"
"3024","San José De Cúcuta","Supermercado","Litopenaeus vannamei","Precocido"
"3025","San José De Cúcuta","Supermercado","Oncorhynchus mykiss","Fileteado"
"3026","San José De Cúcuta","Supermercado","Oncorhynchus mykiss","Mariposa"
"3027","San José De Cúcuta","Supermercado","Oreochromis mossambicus","Eviscerado"
"3028","San José De Cúcuta","Supermercado","Oreochromis spp.","Eviscerado"
"3029","San José De Cúcuta","Supermercado","Oreochromis spp.","Fileteado"
"3030","San José De Cúcuta","Supermercado","Pangasianodon hypophthalmus","Fileteado"
"3031","San José De Cúcuta","Supermercado","Pangasianodon hypophthalmus","Posteado"
"3032","San José De Cúcuta","Supermercado","Penaeus monodon","Precocido"
"3033","San José De Cúcuta","Supermercado","Prochilodus lineatus","Eviscerado"
"3034","San José De Cúcuta","Supermercado","Prochilodus mariae","Eviscerado"
"3035","San José De Cúcuta","Supermercado","Prochilodus sp.","Eviscerado"
"3036","San José De Cúcuta","Supermercado","Pseudoplatystoma orinocoense","Eviscerado"
"3037","San José De Cúcuta","Supermercado","Pseudoplatystoma orinocoense","Fileteado"
"3038","San José De Cúcuta","Supermercado","Pseudoplatystoma orinocoense","Posteado"
"3039","San José De Cúcuta","Supermercado","Salmo salar","Fileteado"
"3040","San José De Cúcuta","Supermercado","Salmo salar","Recortes"
"3041","Santa Marta","Mayorista","Anisotremus virginicus","Eviscerado"
"3042","Santa Marta","Mayorista","Ariopsis canteri","Eviscerado"
"3043","Santa Marta","Mayorista","Auxis thazard","Eviscerado"
"3044","Santa Marta","Mayorista","Auxis thazard","Sin Transformación"
"3045","Santa Marta","Mayorista","Brycon moorei","Eviscerado"
"3046","Santa Marta","Mayorista","Caranx bartholomaei","Eviscerado"
"3047","Santa Marta","Mayorista","Caranx crysos","Eviscerado"
"3048","Santa Marta","Mayorista","Caranx crysos","Sin Transformación"
"3049","Santa Marta","Mayorista","Caranx hippos","Eviscerado"
"3050","Santa Marta","Mayorista","Caranx hippos","Sin Transformación"
"3051","Santa Marta","Mayorista","Centropomus ensiferus","Eviscerado"
"3052","Santa Marta","Mayorista","Centropomus undecimalis","Eviscerado"
"3053","Santa Marta","Mayorista","Centropomus undecimalis","Fileteado"
"3054","Santa Marta","Mayorista","Coryphaena hippurus","Eviscerado"
"3055","Santa Marta","Mayorista","Coryphaena hippurus","Posteado"
"3056","Santa Marta","Mayorista","Cynoscion spp.","Eviscerado"
"3057","Santa Marta","Mayorista","Cynoscion spp.","Fileteado"
"3058","Santa Marta","Mayorista","Dosidicus gigas","Anillos"
"3059","Santa Marta","Mayorista","Elagatis bipinnulata","Eviscerado"
"3060","Santa Marta","Mayorista","Elagatis bipinnulata","Posteado"
"3061","Santa Marta","Mayorista","Elops smithi","Descabezado"
"3062","Santa Marta","Mayorista","Elops smithi","Eviscerado"
"3063","Santa Marta","Mayorista","Epinephelus itajara","Eviscerado"
"3064","Santa Marta","Mayorista","Epinephelus itajara","Posteado"
"3065","Santa Marta","Mayorista","Eugerres plumieri","Eviscerado"
"3066","Santa Marta","Mayorista","Euthynnus alletteratus","Eviscerado"
"3067","Santa Marta","Mayorista","Euthynnus alletteratus","Sin Transformación"
"3068","Santa Marta","Mayorista","Euthynnus lineatus","Eviscerado"
"3069","Santa Marta","Mayorista","Gerres cinereus","Eviscerado"
"3070","Santa Marta","Mayorista","Gerres cinereus","Sin Transformación"
"3071","Santa Marta","Mayorista","Haemulon aurolineatum","Eviscerado"
"3072","Santa Marta","Mayorista","Haemulon plumieri","Eviscerado"
"3073","Santa Marta","Mayorista","Hypostomus hondae","Eviscerado"
"3074","Santa Marta","Mayorista","Katsuwonus pelamis","Eviscerado"
"3075","Santa Marta","Mayorista","Lachnolaimus maximus","Eviscerado"
"3076","Santa Marta","Mayorista","Lutjanus analis","Eviscerado"
"3077","Santa Marta","Mayorista","Lutjanus analis","Fileteado"
"3078","Santa Marta","Mayorista","Lutjanus griseus","Eviscerado"
"3079","Santa Marta","Mayorista","Lutjanus synagris","Eviscerado"
"3080","Santa Marta","Mayorista","Megalops atlanticus","Eviscerado"
"3081","Santa Marta","Mayorista","Melongena melongena","Desconchado"
"3082","Santa Marta","Mayorista","Micropogonias furnieri","Eviscerado"
"3083","Santa Marta","Mayorista","Mugil curema","Eviscerado"
"3084","Santa Marta","Mayorista","Mugil curema","Sin Transformación"
"3085","Santa Marta","Mayorista","Mugil incilis","Despulpado"
"3086","Santa Marta","Mayorista","Mugil liza","Eviscerado"
"3087","Santa Marta","Mayorista","Mugil liza","Sin Transformación"
"3088","Santa Marta","Mayorista","Mycteroperca interstitialis","Eviscerado"
"3089","Santa Marta","Mayorista","Octopus vulgaris","Sin Transformación"
"3090","Santa Marta","Mayorista","Oligoplites palometa","Eviscerado"
"3091","Santa Marta","Mayorista","Opisthonema oglinum","Eviscerado"
"3092","Santa Marta","Mayorista","Oreochromis niloticus","Eviscerado"
"3093","Santa Marta","Mayorista","Oreochromis niloticus","Fileteado"
"3094","Santa Marta","Mayorista","Oreochromis spp.","Eviscerado"
"3095","Santa Marta","Mayorista","Oreochromis spp.","Fileteado"
"3096","Santa Marta","Mayorista","Pangasianodon hypophthalmus","Eviscerado"
"3097","Santa Marta","Mayorista","Pangasianodon hypophthalmus","Fileteado"
